//,prefix,name,class,checksw,sprite gr.,sprite sn.gr.,sprite c1,sprite c2,sprite,sprite des/sn,offset,size z,size xy,specterrain,minyear,maxyear,popul.,mail,probab,life,str. Name,c1a,c2a,c3a,rating,cost,flags,availability,zone,colour,c1,c2,c3,replace,building id,
TOWNBUILDINGV4(,BASETROP,SHANTY_SHACKS_4,CLASS_SLUMS,sameclassnearby1_switch,GROUNDSPRITE_CLEARED,GROUNDSPRITE_DESERT_1_2,GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,4600,4600,0,16,16,TILETYPE_DESERT,1955, MAX_YEAR,16,3,10,0, STR_TOWN_BUILDING_NAME_SHANTY_SHACKS_1,3,1,1,30,20, , bitmask(CLIMATE_TROPICAL) ,bitmask(TOWNZONE_EDGE | TOWNZONE_OUTSKIRT),RECOLOUR_BGOR, PASS, MAIL,FOOD, 0x51  ,68,)
//slope NE mangrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOUSELAYOUT1(,BASETROP,SHANTY_SHACKS_NE_1_V2,CLASS_SLUMS,,spriteset_slums_wood_slope_NE_gnd(1),spriteset_slums_wood_slope_NE_snow_gnd(1),(GROUNDSPRITE_CLEARED + 12),(GROUNDSPRITE_CLEARED + 12),spriteset_slums_wood_slope_NE(1),spriteset_slums_wood_slope_NE_snow(1),12,16,16,TILETYPE_SNOW,,,,,,,,,,,,,,bitmask(CLIMATE_ARCTIC | ABOVE_SNOWLINE | CLIMATE_TROPICAL),,RECOLOUR_N, PASS,WATR,FOOD,,,)
TOWNBUILDINGV2(,BASETROP,SHANTY_SHACKS_NE_1,CLASS_SLUMS,slope_NE_switch() && no_desert_switch(),spriteset_slums_wood_slope_NE_gnd(0),spriteset_slums_wood_slope_NE_snow_gnd(0),(GROUNDSPRITE_CLEARED + 12),(GROUNDSPRITE_CLEARED + 12),spriteset_slums_wood_slope_NE(0),spriteset_slums_wood_slope_NE_snow(0),12,16,16,TILETYPE_SNOW,1850,MAX_YEAR,7,0,5,0, STR_TOWN_BUILDING_NAME_SHANTY_SHACKS_1,1,0,1,8,10,,bitmask(CLIMATE_ARCTIC | ABOVE_SNOWLINE | CLIMATE_TROPICAL),bitmask(TOWNZONE_EDGE),RECOLOUR_N, PASS,WATR,FOOD, 0x51  ,69,)
HOUSELAYOUT1(,BASETROP,SHANTY_SHACKS_NE_2_V2,CLASS_SLUMS,,spriteset_slums_wood_slope_NE_gnd(2),spriteset_slums_wood_slope_NE_gnd(2),(GROUNDSPRITE_CLEARED + 12),(GROUNDSPRITE_CLEARED + 12),spriteset_slums_wood_slope_NE(2),spriteset_slums_wood_slope_NE(2),12,16,16,TILETYPE_SNOW,,,,,,,,,,,,,,bitmask(CLIMATE_TROPICAL) ,,RECOLOUR_N, PASS,WATR,FOOD,,,)
TOWNBUILDINGV2(,BASETROP,SHANTY_SHACKS_NE_2,CLASS_SLUMS,slope_NE_switch() && noresidentials_nearby_switch(),spriteset_slums_wood_slope_NE_gnd(3),spriteset_slums_wood_slope_NE_gnd(3),(GROUNDSPRITE_CLEARED + 12),(GROUNDSPRITE_CLEARED + 12),spriteset_slums_wood_slope_NE(3),spriteset_slums_wood_slope_NE(3),12,16,16,TILETYPE_SNOW,1850,MAX_YEAR,12,0,10,0, STR_TOWN_BUILDING_NAME_SHANTY_SHACKS_1,2,1,1,10,15,,bitmask(CLIMATE_TROPICAL) ,bitmask(TOWNZONE_EDGE),RECOLOUR_N, PASS,WATR,FOOD, 0x51  ,70,)
HOUSELAYOUT1(,BASETROP,SHANTY_SHACKS_NE_3_V2,CLASS_SLUMS,,spriteset_slums_masonry_slope_NE_gnd(1),spriteset_slums_masonry_slope_NE_gnd(1),(GROUNDSPRITE_CLEARED + 12),(GROUNDSPRITE_CLEARED + 12),spriteset_slums_masonry_slope_NE(1),spriteset_slums_masonry_slope_NE(1),12,16,16,TILETYPE_SNOW,,,,,,,,,,,,,,bitmask(CLIMATE_TROPICAL) ,,RECOLOUR_N, PASS,MAIL,FOOD,,,)
TOWNBUILDINGV2(,BASETROP,SHANTY_SHACKS_NE_3,CLASS_SLUMS,slope_NE_switch() && sameclassnearby2_switch(),spriteset_slums_masonry_slope_NE_gnd(0),spriteset_slums_masonry_slope_NE_gnd(0),(GROUNDSPRITE_CLEARED + 12),(GROUNDSPRITE_CLEARED + 12),spriteset_slums_masonry_slope_NE(0),spriteset_slums_masonry_slope_NE(0),12,16,16,TILETYPE_SNOW,1940,MAX_YEAR,20,1,8,0, STR_TOWN_BUILDING_NAME_SHANTY_SHACKS_1,2,1,1,15,20,,bitmask(CLIMATE_TROPICAL) ,bitmask(TOWNZONE_EDGE  | TOWNZONE_OUTER_SUBURB | TOWNZONE_OUTSKIRT),RECOLOUR_N, PASS,MAIL,FOOD, 0x51  ,71,)
HOUSELAYOUT1(,BASETROP,SHANTY_SHACKS_NE_4_V2,CLASS_SLUMS,,spriteset_slums_masonry_slope_NE_gnd(2),spriteset_slums_masonry_slope_NE_gnd(2),(GROUNDSPRITE_CLEARED + 12),(GROUNDSPRITE_CLEARED + 12),spriteset_slums_masonry_slope_NE(2),spriteset_slums_masonry_slope_NE(2),12,16,16,TILETYPE_SNOW,,,,,,,,,,,,,,bitmask(CLIMATE_TROPICAL) ,,RECOLOUR_BGOR, PASS,MAIL,FOOD,,,)
TOWNBUILDINGV2(,BASETROP,SHANTY_SHACKS_NE_4,CLASS_SLUMS,slope_NE_switch() && noresidentials_nearby_switch(),spriteset_slums_masonry_slope_NE_gnd(3),spriteset_slums_masonry_slope_NE_gnd(3),(GROUNDSPRITE_CLEARED + 12),(GROUNDSPRITE_CLEARED + 12),spriteset_slums_masonry_slope_NE(3),spriteset_slums_masonry_slope_NE(3),12,16,16,TILETYPE_SNOW,1950,MAX_YEAR,20,1,10,0, STR_TOWN_BUILDING_NAME_SHANTY_SHACKS_1,2,1,1,15,20,,bitmask(CLIMATE_TROPICAL) ,bitmask(TOWNZONE_EDGE | TOWNZONE_OUTSKIRT),RECOLOUR_BGOR, PASS,MAIL,FOOD, 0x51  ,72,)
HOUSELAYOUT1(,BASETROP,SHANTY_SHACKS_NE_5_V2,CLASS_SLUMS,,spriteset_slums_wood_slope_NE_gnd(4),spriteset_slums_wood_slope_NE_gnd(4),(GROUNDSPRITE_CLEARED + 12),(GROUNDSPRITE_CLEARED + 12),spriteset_slums_wood_slope_NE(4),spriteset_slums_wood_slope_NE(4),12,16,16,TILETYPE_SNOW,,,,,,,,,,,,,,bitmask(CLIMATE_TROPICAL) ,,RECOLOUR_N, PASS,WATR,FOOD,,,)
TOWNBUILDINGV2(,BASETROP,SHANTY_SHACKS_NE_5,CLASS_SLUMS,slope_NE_switch() && noresidentials_nearby_switch(),spriteset_slums_masonry_slope_NE_gnd(4),spriteset_slums_masonry_slope_NE_gnd(4),(GROUNDSPRITE_CLEARED + 12),(GROUNDSPRITE_CLEARED + 12),spriteset_slums_masonry_slope_NE(4),spriteset_slums_masonry_slope_NE(4),12,16,16,TILETYPE_SNOW,0,MAX_YEAR,8,0,5,0, STR_TOWN_BUILDING_NAME_SHANTY_SHACKS_1,1,1,1,10,10,,bitmask(CLIMATE_TROPICAL) ,bitmask(TOWNZONE_EDGE),RECOLOUR_N, PASS,WATR,FOOD, 0x51  ,73,)
HOUSELAYOUT1(,BASETROP,SHANTY_SHACKS_NE_WATER_1_V2,CLASS_SLUMS,,spriteset_slums_mangrove_NE_gnd(0),spriteset_slums_mangrove_NE_gnd(0),(GROUNDSPRITE_CLEARED + 12),spriteset_slums_mangrove_NE_gnd(0),spriteset_slums_mangrove_NE(0),spriteset_slums_mangrove_NE(0),12,16,16,TILETYPE_DESERT,,,,,,,,,,,,,,bitmask(CLIMATE_TEMPERATE | CLIMATE_TROPICAL),,RECOLOUR_N, PASS,GOOD,FOOD,,,)
TOWNBUILDINGV2(,BASETROP,SHANTY_SHACKS_NE_WATER_1,CLASS_SLUMS,slope_NE_nearby10_water_switch,spriteset_slums_mangrove_NE_gnd(1),spriteset_slums_mangrove_NE_gnd(1),(GROUNDSPRITE_CLEARED + 12),spriteset_slums_mangrove_NE_gnd(1),spriteset_slums_mangrove_NE(1),spriteset_slums_mangrove_NE(1),12,16,16,TILETYPE_DESERT,0,1952,15,0,15,0, STR_TOWN_BUILDING_NAME_STILT_HOUSES_1,2,1,2,12,10,,bitmask(CLIMATE_TEMPERATE | CLIMATE_TROPICAL),bitmask(TOWNZONE_EDGE  | TOWNZONE_OUTER_SUBURB | TOWNZONE_OUTSKIRT),RECOLOUR_N, PASS,GOOD,FOOD, 0x51  ,74,)
HOUSELAYOUT1(,BASETROP,SHANTY_SHACKS_NE_WATER_2_V2,CLASS_SLUMS,,spriteset_slums_mangrove_NE_gnd(2),spriteset_slums_mangrove_NE_gnd(2),(GROUNDSPRITE_CLEARED + 12),spriteset_slums_mangrove_NE_gnd(2),spriteset_slums_mangrove_NE(2),spriteset_slums_mangrove_NE(2),12,16,16,TILETYPE_DESERT,,,,,,,,,,,,,,bitmask(CLIMATE_TEMPERATE | CLIMATE_TROPICAL),,RECOLOUR_N, PASS,MAIL,FOOD,,,)
TOWNBUILDINGV2(,BASETROP,SHANTY_SHACKS_NE_WATER_2,CLASS_SLUMS,slope_NE_nearby10_water_switch,spriteset_slums_mangrove_NE_gnd(3),spriteset_slums_mangrove_NE_gnd(3),(GROUNDSPRITE_CLEARED + 12),spriteset_slums_mangrove_NE_gnd(3),spriteset_slums_mangrove_NE(3),spriteset_slums_mangrove_NE(3),12,16,16,TILETYPE_DESERT,0,1970,12,0,15,0, STR_TOWN_BUILDING_NAME_STILT_HOUSES_1,2,1,2,12,10,,bitmask(CLIMATE_TEMPERATE | CLIMATE_TROPICAL),bitmask(TOWNZONE_EDGE  |  TOWNZONE_INNER_SUBURB | TOWNZONE_OUTER_SUBURB | TOWNZONE_OUTSKIRT),RECOLOUR_N, PASS,MAIL,FOOD, 0x51  ,75,)
HOUSELAYOUT1(,BASETROP,SHANTY_SHACKS_NE_WATER_3_V2,CLASS_SLUMS,,spriteset_slums_mangrove_metal_NE_gnd(0),spriteset_slums_mangrove_metal_NE_gnd(0),spriteset_slums_mangrove_metal_NE_constr(0),spriteset_slums_mangrove_metal_NE_gnd(0),spriteset_slums_mangrove_metal_NE(0),spriteset_slums_mangrove_metal_NE(0),12,16,16,TILETYPE_DESERT,,,,,,,,,,,,,,bitmask(CLIMATE_TEMPERATE | CLIMATE_TROPICAL),,RECOLOUR_N, PASS,MAIL,FOOD,,,)
TOWNBUILDINGV2(,BASETROP,SHANTY_SHACKS_NE_WATER_3,CLASS_SLUMS,slope_NE_nearby10_water_switch,spriteset_slums_mangrove_metal_NE_gnd(1),spriteset_slums_mangrove_metal_NE_gnd(1),spriteset_slums_mangrove_metal_NE_constr(1),spriteset_slums_mangrove_metal_NE_gnd(1),spriteset_slums_mangrove_metal_NE(1),spriteset_slums_mangrove_metal_NE(1),12,16,16,TILETYPE_DESERT,1930,MAX_YEAR,18,1,15,0, STR_TOWN_BUILDING_NAME_STILT_HOUSES_1,2,1,2,20,15,,bitmask(CLIMATE_TEMPERATE | CLIMATE_TROPICAL),bitmask(TOWNZONE_EDGE  |  TOWNZONE_INNER_SUBURB | TOWNZONE_OUTER_SUBURB | TOWNZONE_OUTSKIRT),RECOLOUR_N, PASS,MAIL,FOOD, 0x51  ,76,)
HOUSELAYOUT1(,BASETROP,SHANTY_SHACKS_NE_WATER_4_V2,CLASS_SLUMS,,spriteset_slums_mangrove_metal_NE_gnd(2),spriteset_slums_mangrove_metal_NE_gnd(2),spriteset_slums_mangrove_metal_NE_constr(2),spriteset_slums_mangrove_metal_NE_gnd(2),spriteset_slums_mangrove_metal_NE(2),spriteset_slums_mangrove_metal_NE(2),12,16,16,TILETYPE_DESERT,,,,,,,,,,,,,,bitmask(CLIMATE_TEMPERATE | CLIMATE_TROPICAL),,RECOLOUR_N, PASS,MAIL,FOOD,,,)
TOWNBUILDINGV2(,BASETROP,SHANTY_SHACKS_NE_WATER_4,CLASS_SLUMS,slope_NE_nearby10_water_switch,spriteset_slums_mangrove_metal_NE_gnd(3),spriteset_slums_mangrove_metal_NE_gnd(3),spriteset_slums_mangrove_metal_NE_constr(3),spriteset_slums_mangrove_metal_NE_gnd(3),spriteset_slums_mangrove_metal_NE(3),spriteset_slums_mangrove_metal_NE(3),12,16,16,TILETYPE_DESERT,1945,MAX_YEAR,18,1,15,0, STR_TOWN_BUILDING_NAME_STILT_HOUSES_1,2,1,2,20,15,,bitmask(CLIMATE_TEMPERATE | CLIMATE_TROPICAL),bitmask(TOWNZONE_EDGE  |  TOWNZONE_INNER_SUBURB | TOWNZONE_OUTER_SUBURB | TOWNZONE_OUTSKIRT),RECOLOUR_N, PASS,MAIL,FOOD, 0x51  ,77,)
HOUSELAYOUT1(,BASETROP,SHANTY_SHACKS_NE_ADD_V2,CLASS_SLUMS,,spriteset_slums_mangrove_NE_gnd(4),spriteset_slums_mangrove_NE_gnd(4),(GROUNDSPRITE_CLEARED + 12),spriteset_slums_mangrove_NE_gnd(4),spriteset_slums_mangrove_NE(4),spriteset_slums_mangrove_NE(4),12,16,16,TILETYPE_DESERT,,,,,,,,,,,,,,bitmask(CLIMATE_TROPICAL) ,,RECOLOUR_N, PASS,MAIL,FOOD,,,)
TOWNBUILDINGV2(,BASETROP,SHANTY_SHACKS_NE_ADD,CLASS_SLUMS,slope_NE_switch() && no_desert_switch(),spriteset_slums_mangrove_metal_NE_gnd(4),spriteset_slums_mangrove_metal_NE_gnd(4),spriteset_slums_mangrove_metal_NE_constr(4),spriteset_slums_mangrove_metal_NE_gnd(4),spriteset_slums_mangrove_metal_NE(4),spriteset_slums_mangrove_metal_NE(4),12,16,16,TILETYPE_DESERT,0,1955,16,0,8,0, STR_TOWN_BUILDING_NAME_STILT_HOUSES_1,2,1,1,10,12,,bitmask(CLIMATE_TROPICAL) ,bitmask(TOWNZONE_EDGE | TOWNZONE_OUTSKIRT),RECOLOUR_N, PASS,MAIL,FOOD, 0x51  ,78,)
//flat mangrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOUSELAYOUT1(,BASETROP,SHANTY_SHACKS_WATER_1_V2,CLASS_SLUMS,,spriteset_slums_mangrove_old_gnd(0),spriteset_slums_mangrove_old_gnd(0),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_slums_mangrove_old(0),spriteset_slums_mangrove_old(0),0,16,16,TILETYPE_DESERT,,,,,,,,,,,,,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TEMPERATE | CLIMATE_TROPICAL),,RECOLOUR_N, PASS,GOOD,FOOD,,,)
TOWNBUILDINGV2(,BASETROP,SHANTY_SHACKS_WATER_1,CLASS_SLUMS,nearby_water_switch,spriteset_slums_mangrove_old_gnd(1),spriteset_slums_mangrove_old_gnd(1),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_slums_mangrove_old(1),spriteset_slums_mangrove_old(1),0,16,16,TILETYPE_DESERT,0,1955,8,0,10,0, STR_TOWN_BUILDING_NAME_STILT_HOUSES_1,2,1,2,10,10,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TEMPERATE | CLIMATE_TROPICAL),bitmask(TOWNZONE_EDGE  | TOWNZONE_OUTER_SUBURB | TOWNZONE_OUTSKIRT),RECOLOUR_N, PASS,GOOD,FOOD, 0x51  ,79,)
HOUSELAYOUT1(,BASETROP,SHANTY_SHACKS_WATER_2_V2,CLASS_SLUMS,,spriteset_slums_mangrove_old_gnd(2),spriteset_slums_mangrove_old_gnd(2),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_slums_mangrove_old(2),spriteset_slums_mangrove_old(2),0,16,16,TILETYPE_DESERT,,,,,,,,,,,,,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TEMPERATE | CLIMATE_TROPICAL),,RECOLOUR_N, PASS,GOOD,FOOD,,,)
TOWNBUILDINGV2(,BASETROP,SHANTY_SHACKS_WATER_2,CLASS_SLUMS,nearby_water_switch,spriteset_slums_mangrove_old_gnd(3),spriteset_slums_mangrove_old_gnd(3),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_slums_mangrove_old(3),spriteset_slums_mangrove_old(3),0,16,16,TILETYPE_DESERT,0,1960,8,0,15,0, STR_TOWN_BUILDING_NAME_STILT_HOUSES_1,2,1,2,10,10,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TEMPERATE | CLIMATE_TROPICAL),bitmask(TOWNZONE_EDGE | TOWNZONE_OUTSKIRT),RECOLOUR_N, PASS,GOOD,FOOD, 0x51  ,80,)
HOUSELAYOUT1(,BASETROP,SHANTY_SHACKS_WATER_3_V2,CLASS_SLUMS,,spriteset_slums_mangrove_new_gnd(0),spriteset_slums_mangrove_new_gnd(0),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_slums_mangrove_new(0),spriteset_slums_mangrove_new(0),0,16,16,TILETYPE_DESERT,,,,,,,,,,,,,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TEMPERATE | CLIMATE_TROPICAL),,RECOLOUR_N, PASS,MAIL,FOOD,,,)
TOWNBUILDINGV2(,BASETROP,SHANTY_SHACKS_WATER_3,CLASS_SLUMS,nearby_water_switch() && sameclassnearby2_switch(),spriteset_slums_mangrove_new_gnd(1),spriteset_slums_mangrove_new_gnd(1),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_slums_mangrove_new(1),spriteset_slums_mangrove_new(1),0,16,16,TILETYPE_DESERT,1940,MAX_YEAR,16,1,10,0, STR_TOWN_BUILDING_NAME_STILT_HOUSES_1,2,1,2,15,12,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TEMPERATE | CLIMATE_TROPICAL),bitmask(TOWNZONE_EDGE  | TOWNZONE_OUTER_SUBURB | TOWNZONE_OUTSKIRT),RECOLOUR_N, PASS,MAIL,FOOD, 0x51  ,81,)
HOUSELAYOUT1(,BASETROP,SHANTY_SHACKS_WATER_4_V2,CLASS_SLUMS,,spriteset_slums_mangrove_new_gnd(2),spriteset_slums_mangrove_new_gnd(2),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_slums_mangrove_new(2),spriteset_slums_mangrove_new(2),0,16,16,TILETYPE_DESERT,,,,,,,,,,,,,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TEMPERATE | CLIMATE_TROPICAL),,RECOLOUR_N, PASS,MAIL,FOOD,,,)
TOWNBUILDINGV2(,BASETROP,SHANTY_SHACKS_WATER_4,CLASS_SLUMS,nearby_water_switch() && sameclassnearby2_switch(),spriteset_slums_mangrove_new_gnd(3),spriteset_slums_mangrove_new_gnd(3),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_slums_mangrove_new(3),spriteset_slums_mangrove_new(3),0,16,16,TILETYPE_DESERT,1890,MAX_YEAR,16,1,8,0, STR_TOWN_BUILDING_NAME_STILT_HOUSES_1,2,1,2,15,12,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TEMPERATE | CLIMATE_TROPICAL),bitmask(TOWNZONE_EDGE  | TOWNZONE_OUTER_SUBURB | TOWNZONE_OUTSKIRT),RECOLOUR_N, PASS,MAIL,FOOD, 0x51  ,82,)
HOUSELAYOUT1(,BASETROP,SHANTY_SHACKS_WATER_5_V2,CLASS_SLUMS,,spriteset_slums_mangrove_old_gnd(4),spriteset_slums_mangrove_old_gnd(4),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_slums_mangrove_old(4),spriteset_slums_mangrove_old(4),0,16,16,TILETYPE_DESERT,,,,,,,,,,,,,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TEMPERATE | CLIMATE_TROPICAL),,RECOLOUR_N, PASS,GOOD,FOOD,,,)
TOWNBUILDINGV2(,BASETROP,SHANTY_SHACKS_WATER_5,CLASS_SLUMS,nearby_water_switch() && sameclassnearby2_switch(),spriteset_slums_mangrove_new_gnd(4),spriteset_slums_mangrove_new_gnd(4),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_slums_mangrove_new(4),spriteset_slums_mangrove_new(4),0,16,16,TILETYPE_DESERT,0,MAX_YEAR,7,0,2,0, STR_TOWN_BUILDING_NAME_STILT_HOUSES_1,2,0,1,10,10,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TEMPERATE | CLIMATE_TROPICAL),bitmask(TOWNZONE_EDGE  |  TOWNZONE_INNER_SUBURB | TOWNZONE_OUTER_SUBURB | TOWNZONE_OUTSKIRT),RECOLOUR_N, PASS,GOOD,FOOD, 0x51  ,83,)
//slope SW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOWNBUILDING1(,BASETROP,SHANTY_SHACKS_SW_WATER_1,CLASS_SLUMS,slope_SW_switch() && nearby_water_switch(),spriteset_slums_mangrove_slope_SW_gnd(0),spriteset_slums_mangrove_slope_SW_gnd(0),spriteset_slums_mangrove_slope_SW_constr(0),spriteset_slums_mangrove_slope_SW_gnd(0),spriteset_slums_mangrove_slope_SW(0),spriteset_slums_mangrove_slope_SW(0),3,16,16,TILETYPE_DESERT,0,1955,10,0,7,0, STR_TOWN_BUILDING_NAME_STILT_HOUSES_1,2,1,1,10,10,,bitmask(CLIMATE_TEMPERATE | CLIMATE_TROPICAL),bitmask(TOWNZONE_EDGE  |  TOWNZONE_INNER_SUBURB | TOWNZONE_OUTER_SUBURB | TOWNZONE_OUTSKIRT),RECOLOUR_N, PASS,GOOD,FOOD, 0x51  ,84,)
TOWNBUILDING1(,BASETROP,SHANTY_SHACKS_SW_WATER_2,CLASS_SLUMS,slope_SW_switch() && no_desert_switch(),spriteset_slums_mangrove_slope_SW_gnd(1),spriteset_slums_mangrove_slope_SW_gnd(1),spriteset_slums_mangrove_slope_SW_constr(1),spriteset_slums_mangrove_slope_SW_gnd(1),spriteset_slums_mangrove_slope_SW(1),spriteset_slums_mangrove_slope_SW(1),3,16,16,TILETYPE_DESERT,0,1950,8,0,2,0, STR_TOWN_BUILDING_NAME_STILT_HOUSES_1,2,0,1,10,10,,bitmask(CLIMATE_TEMPERATE | CLIMATE_TROPICAL),bitmask(TOWNZONE_EDGE  | TOWNZONE_OUTER_SUBURB | TOWNZONE_OUTSKIRT),RECOLOUR_N, PASS,GOOD,FOOD, 0x51  ,85,)
TOWNBUILDING1(,BASETROP,SHANTY_SHACKS_SW_WATER_3,CLASS_SLUMS,slope_SW_switch() && nearby_water_switch(),spriteset_slums_mangrove_slope_SW_gnd(2),spriteset_slums_mangrove_slope_SW_gnd(2),spriteset_slums_mangrove_slope_SW_constr(2),spriteset_slums_mangrove_slope_SW_gnd(2),spriteset_slums_mangrove_slope_SW(2),spriteset_slums_mangrove_slope_SW(2),3,16,16,TILETYPE_DESERT,1930,MAX_YEAR,20,1,15,0, STR_TOWN_BUILDING_NAME_STILT_HOUSES_1,2,1,1,15,15,,bitmask(CLIMATE_TEMPERATE | CLIMATE_TROPICAL),bitmask(TOWNZONE_EDGE  |  TOWNZONE_INNER_SUBURB | TOWNZONE_OUTER_SUBURB | TOWNZONE_OUTSKIRT),RECOLOUR_N, PASS,MAIL,FOOD, 0x51  ,86,)
TOWNBUILDING1(,BASETROP,SHANTY_SHACKS_SW_WATER_4,CLASS_SLUMS,slope_SW_switch() && sameclassnearby2_switch(),spriteset_slums_mangrove_slope_SW_gnd(3),spriteset_slums_mangrove_slope_SW_gnd(3),spriteset_slums_mangrove_slope_SW_constr(3),spriteset_slums_mangrove_slope_SW_gnd(3),spriteset_slums_mangrove_slope_SW(3),spriteset_slums_mangrove_slope_SW(3),3,16,16,TILETYPE_DESERT,1900,MAX_YEAR,16,0,8,0, STR_TOWN_BUILDING_NAME_STILT_HOUSES_1,2,1,1,12,12,,bitmask(CLIMATE_TEMPERATE | CLIMATE_TROPICAL),bitmask(TOWNZONE_EDGE  |  TOWNZONE_INNER_SUBURB | TOWNZONE_OUTER_SUBURB | TOWNZONE_OUTSKIRT),RECOLOUR_N, PASS,GOOD,FOOD, 0x51  ,87,)
TOWNBUILDING1(,BASETROP,SHANTY_SHACKS_SW_WATER_5,CLASS_SLUMS,slope_SW_switch() && no_desert_switch(),spriteset_slums_mangrove_slope_SW_gnd(4),spriteset_slums_mangrove_slope_SW_gnd(4),spriteset_slums_mangrove_slope_SW_constr(4),spriteset_slums_mangrove_slope_SW_gnd(4),spriteset_slums_mangrove_slope_SW(4),spriteset_slums_mangrove_slope_SW(4),3,16,16,TILETYPE_DESERT,1940,MAX_YEAR,12,1,3,0, STR_TOWN_BUILDING_NAME_STILT_HOUSES_1,2,1,1,10,10,,bitmask(CLIMATE_TEMPERATE | CLIMATE_TROPICAL),bitmask(TOWNZONE_EDGE  | TOWNZONE_OUTER_SUBURB | TOWNZONE_OUTSKIRT),RECOLOUR_N, PASS,MAIL,FOOD, 0x51  ,88,)
//residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOUSELAYOUT1(,BASETROP,RESIDENTAL3_1_S,CLASS_RESIDENTIAL,,spriteset_residental_garden2_gnd(2),spriteset_residental_garden2_gnd(2),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_residental_garden2(2),spriteset_residental_garden2(2),0,16,16,TILETYPE_DESERT,,,,,,,,,,,,,,,,,,,,,92,)
HOUSELAYOUT1(,BASETROP,RESIDENTAL3_1_E,CLASS_RESIDENTIAL,,spriteset_residental_garden2_gnd(0),spriteset_residental_garden2_gnd(0),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_residental_garden2(0),spriteset_residental_garden2(0),0,16,16,TILETYPE_DESERT,,,,,,,,,,,,,,,,,,,,,91,)
HOUSELAYOUT1(,BASETROP,RESIDENTAL3_1_W,CLASS_RESIDENTIAL,,spriteset_residental_garden2_gnd(1),spriteset_residental_garden2_gnd(1),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_residental_garden2(1),spriteset_residental_garden2(1),0,16,16,TILETYPE_DESERT,,,,,,,,,,,,,,,,,,,,,90,)
TOWNBUILDING2X2(,BASETROP,RESIDENTAL3_1,CLASS_RESIDENTIAL,popmin1500_switch() && sameclassnearby2_switch(),spriteset_residental3_gnd(0),spriteset_residental3_gnd(0),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_residental3(0),spriteset_residental3(0),0,16,16,TILETYPE_DESERT,1955,MAX_YEAR,45,15,4,15, STR_TOWN_BUILDING_NAME_RESIDENTAL_1,3,2,1,160,180,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TEMPERATE | CLIMATE_TROPICAL),bitmask(TOWNZONE_EDGE  | TOWNZONE_OUTER_SUBURB | TOWNZONE_OUTSKIRT),RECOLOUR_BGOR, PASS,MAIL,FOOD,0x14  ,89,)
HOUSELAYOUT1(,BASETROP,RESIDENTAL3_2_E_V2,CLASS_RESIDENTIAL,,spriteset_residental3_gnd(0),spriteset_residental3_gnd(0),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_residental3(0),spriteset_residental3(0),0,16,16,TILETYPE_DESERT,,,,,,,,,,,,,,,,,,,,,,)
